right_track,economy_better,pres_approval,vote_intention,vote_2020,consider_trump,not_trump,cand_favorability_trump,cand_favorability_biden,trump_biden,employment,gender,census_region,race_ethnicity,household_income,education,age,state,vote_trump,vote_Biden,is_male
0,0,Somewhat disapprove,"Yes, I will vote",Donald Trump,Yes,Yes,Somewhat favorable,Very unfavorable,Donald Trump,Full-time employed,Male,Midwest,White,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",35,MN,1,0,1
1,1,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Somewhat favorable,Very unfavorable,Donald Trump,Self-employed,Male,Midwest,White,"$25,000 to $29,999",Associate Degree,71,WI,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",I am not sure/don't know,NA,NA,Very unfavorable,Very unfavorable,Don't Know,Unemployed or temporarily on layoff,Male,West,White,"Less than $14,999","Completed some college, but no degree",34,AZ,0,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,NA,Very unfavorable,Somewhat favorable,Joe Biden,Homemaker,Female,Northeast,White,"$100,000 to $124,999",Masters degree,37,PA,0,1,0
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,Don't know,Yes,Somewhat favorable,Somewhat favorable,Joe Biden,Full-time employed,Female,South,White,"$30,000 to $34,999","Completed some college, but no degree",27,OK,0,1,0
0,0,Somewhat disapprove,"Yes, I will vote",Donald Trump,Yes,No,Somewhat unfavorable,Very unfavorable,Donald Trump,Retired,Female,Midwest,White,"$100,000 to $124,999",Masters degree,61,IL,1,0,0
1,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Yes,Haven't heard enough,Somewhat favorable,Donald Trump,Full-time employed,Male,South,White,"$100,000 to $124,999",Masters degree,47,FL,1,0,1
0,0,Strongly disapprove,"No, I am not eligible to vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,South,"Black, or African American","$100,000 to $124,999",Doctorate degree,69,DC,0,1,0
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Somewhat favorable,Somewhat unfavorable,Donald Trump,Retired,Female,South,White,"$55,000 to $59,999",Doctorate degree,45,TX,1,0,0
0,1,Not sure,Not sure,Donald Trump,Yes,Don't know,Very favorable,Somewhat favorable,Donald Trump,Unemployed or temporarily on layoff,Female,Midwest,White,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",26,IN,1,0,0
0,0,Somewhat disapprove,"Yes, I will vote",Donald Trump,Yes,Don't know,Somewhat unfavorable,Very unfavorable,Donald Trump,Full-time employed,Male,Midwest,White,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",53,OH,1,0,1
0,0,Strongly disapprove,"No, I will not vote but I am eligible",I would not vote,No,Not Asked,Very unfavorable,Very unfavorable,Joe Biden,Self-employed,Male,Midwest,"Black, or African American","$50,000 to $54,999",High school graduate,20,OH,0,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Retired,Male,West,White,"$50,000 to $54,999",Associate Degree,65,AZ,0,1,1
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Female,Northeast,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",50,NJ,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Retired,Male,West,White,"$40,000 to $44,999","Completed some college, but no degree",67,CO,0,1,1
0,0,Strongly disapprove,Not sure,I am not sure/don't know,Don't know,Yes,Somewhat unfavorable,Somewhat unfavorable,Don't Know,Retired,Female,Northeast,White,"$25,000 to $29,999",Associate Degree,68,MA,0,0,0
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Male,Northeast,Asian (Korean),"$40,000 to $44,999",Masters degree,55,PA,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,Midwest,White,"$40,000 to $44,999","Completed some college, but no degree",48,OH,0,1,0
0,0,Strongly disapprove,"No, I am not eligible to vote",I would not vote,No,Not Asked,Haven't heard enough,Haven't heard enough,Don't Know,Student,Female,South,White,"$45,000 to $49,999",High school graduate,18,NC,0,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Retired,Male,West,Asian (Japanese),"$25,000 to $29,999",Associate Degree,68,HI,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Part-time employed,Male,Northeast,White,"$95,000 to $99,999",Masters degree,57,CT,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Female,South,White,"$150,000 to $174,999",Masters degree,32,FL,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,Midwest,Asian (Chinese),NA,"College Degree (such as B.A., B.S.)",60,IL,0,1,0
0,0,Somewhat disapprove,Not sure,Joe Biden,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Joe Biden,Retired,Male,Midwest,White,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",65,WI,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Unemployed or temporarily on layoff,Female,Northeast,"Black, or African American","$60,000 to $64,999",Associate Degree,67,NJ,0,1,0
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Somewhat favorable,Very unfavorable,Donald Trump,Permanently disabled,Female,South,White,"Less than $14,999",Other post high school vocational training,52,TX,1,0,0
1,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Very unfavorable,Donald Trump,Retired,Male,South,White,"$80,000 to $84,999",Associate Degree,73,TX,1,0,1
0,0,Somewhat approve,"Yes, I will vote",Someone else,Don't know,Don't know,Somewhat favorable,Somewhat favorable,Don't Know,Self-employed,Female,Midwest,White,"$55,000 to $59,999",Masters degree,79,IN,0,0,0
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Very unfavorable,Donald Trump,Retired,Male,West,White,"$100,000 to $124,999",Masters degree,81,MT,1,0,1
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Joe Biden,Retired,Female,Northeast,White,"$15,000 to $19,999","Completed some college, but no degree",66,PA,0,1,0
0,0,Somewhat approve,"No, I will not vote but I am eligible",I would not vote,No,Not Asked,Somewhat unfavorable,Somewhat unfavorable,Don't Know,Permanently disabled,Female,South,White,"$20,000 to $24,999",Associate Degree,55,TX,0,0,0
1,0,Strongly disapprove,NA,Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Female,West,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",38,CA,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",I am not sure/don't know,No,Not Asked,Very unfavorable,Somewhat unfavorable,Joe Biden,Unemployed or temporarily on layoff,Male,West,White,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",69,CA,0,0,1
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Part-time employed,Female,South,White,NA,"Completed some college, but no degree",62,TX,1,0,0
1,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Very unfavorable,Donald Trump,Part-time employed,Male,West,Asian (Chinese),"$40,000 to $44,999","College Degree (such as B.A., B.S.)",81,CA,1,0,1
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Female,South,White,"$45,000 to $49,999","Completed some college, but no degree",65,TN,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Female,South,White,"$30,000 to $34,999","Completed some college, but no degree",62,NC,0,1,0
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Female,Northeast,White,"$15,000 to $19,999",High school graduate,21,PA,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,Northeast,Some other race,"$75,000 to $79,999",Associate Degree,44,CT,0,1,0
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Very unfavorable,Donald Trump,Homemaker,Female,South,"Black, or African American","$100,000 to $124,999",Doctorate degree,33,TN,1,0,0
0,0,Strongly disapprove,Not sure,Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Permanently disabled,Female,South,White,"$15,000 to $19,999",High school graduate,63,TX,0,1,0
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Very unfavorable,Donald Trump,Part-time employed,Female,Northeast,White,NA,"Completed some college, but no degree",52,NJ,1,0,0
0,0,Somewhat disapprove,Not sure,I am not sure/don't know,No,NA,Somewhat favorable,Somewhat favorable,Joe Biden,Full-time employed,Male,Northeast,White,"$45,000 to $49,999",High school graduate,27,PA,0,0,1
0,0,Somewhat disapprove,"Yes, I will vote",I am not sure/don't know,Don't know,Yes,Somewhat unfavorable,Somewhat unfavorable,Don't Know,Retired,Female,Northeast,White,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",66,NJ,0,0,0
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Female,South,White,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",58,TN,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Part-time employed,Female,Midwest,White,"$100,000 to $124,999","Completed some college, but no degree",60,IL,0,1,0
1,1,Somewhat approve,Not sure,Donald Trump,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Joe Biden,Part-time employed,Female,West,Asian (Asian Indian),"$70,000 to $74,999",Masters degree,29,OR,0,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Unemployed or temporarily on layoff,Male,West,Some other race,"$55,000 to $59,999","Completed some college, but no degree",28,CA,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,Yes,Yes,Very favorable,Very unfavorable,Joe Biden,Full-time employed,Female,Northeast,White,"Less than $14,999",High school graduate,40,CT,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Permanently disabled,Female,Midwest,White,"$55,000 to $59,999","Completed some college, but no degree",61,WI,0,1,0
1,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Somewhat favorable,Donald Trump,Retired,Female,Northeast,White,NA,"College Degree (such as B.A., B.S.)",76,MA,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Joe Biden,Student,Female,South,White,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",37,FL,0,1,0
1,0,Somewhat disapprove,"No, I will not vote but I am eligible",Joe Biden,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Joe Biden,Student,Male,West,"Black, or African American","$250,000 and above",High school graduate,20,NV,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Retired,Female,Northeast,White,"$15,000 to $19,999","Completed some college, but no degree",67,VT,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Male,Northeast,White,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",28,NY,0,1,1
0,0,Somewhat approve,"Yes, I will vote",I am not sure/don't know,Don't know,Yes,Somewhat favorable,Somewhat favorable,Donald Trump,Full-time employed,Female,Northeast,White,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",53,NJ,1,0,0
1,1,Somewhat approve,Not sure,Donald Trump,Yes,Yes,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Male,Northeast,White,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",30,PA,1,0,1
1,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Yes,Somewhat favorable,Somewhat favorable,Donald Trump,Homemaker,Female,South,White,"$15,000 to $19,999",High school graduate,28,KY,1,0,0
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Female,South,White,"$25,000 to $29,999","Completed some college, but no degree",62,MD,1,0,0
0,0,Somewhat disapprove,Not sure,I am not sure/don't know,Don't know,Don't know,Somewhat unfavorable,Somewhat unfavorable,Donald Trump,Full-time employed,Female,Midwest,White,"$45,000 to $49,999",Associate Degree,61,IL,1,0,0
1,1,Somewhat approve,"No, I will not vote but I am eligible",Joe Biden,No,Not Asked,Very favorable,Very favorable,Joe Biden,Unemployed or temporarily on layoff,Male,Midwest,"Black, or African American","Less than $14,999",Other post high school vocational training,33,IL,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Retired,Female,Midwest,White,"$40,000 to $44,999",Masters degree,68,MO,0,1,0
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Yes,Somewhat favorable,Very unfavorable,Donald Trump,Full-time employed,Female,South,White,"$175,000 to $199,999",Masters degree,52,FL,1,0,0
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Yes,Very unfavorable,NA,Donald Trump,Self-employed,Female,West,White,"Less than $14,999","College Degree (such as B.A., B.S.)",39,CA,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,NA,Very unfavorable,Very favorable,Joe Biden,Retired,Female,West,White,"$95,000 to $99,999","Completed some college, but no degree",73,MT,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Female,Midwest,"Black, or African American","$15,000 to $19,999",Completed some high school,38,WI,0,1,0
0,0,Strongly disapprove,"No, I will not vote but I am eligible",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Unemployed or temporarily on layoff,Male,South,White,"$125,000 to $149,999",High school graduate,50,SC,0,1,1
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Part-time employed,Female,Midwest,White,"$50,000 to $54,999","Completed some graduate, but no degree",61,IL,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Other:,Female,Midwest,White,"$150,000 to $174,999","Completed some college, but no degree",63,MO,0,1,0
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Female,South,White,"$70,000 to $74,999","Completed some college, but no degree",67,TX,1,0,0
1,0,Somewhat approve,"No, I am not eligible to vote",Someone else,Yes,Not Asked,Somewhat favorable,Somewhat unfavorable,Donald Trump,Part-time employed,Male,Midwest,"Black, or African American","$100,000 to $124,999","College Degree (such as B.A., B.S.)",35,MO,1,0,1
0,0,Somewhat approve,Not sure,Donald Trump,Don't know,No,Somewhat favorable,Somewhat unfavorable,Donald Trump,Part-time employed,Female,Midwest,White,NA,"College Degree (such as B.A., B.S.)",60,OH,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Permanently disabled,Male,South,"Black, or African American","$20,000 to $24,999","Completed some college, but no degree",52,TN,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very unfavorable,Joe Biden,Part-time employed,Female,West,White,"$55,000 to $59,999",Associate Degree,25,UT,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Unemployed or temporarily on layoff,Male,Midwest,White,"$45,000 to $49,999",Associate Degree,44,MN,0,1,1
0,0,Somewhat disapprove,Not sure,Joe Biden,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Joe Biden,Retired,Female,Northeast,White,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",69,NJ,0,1,0
0,0,Somewhat disapprove,"No, I will not vote but I am eligible",I would not vote,No,Not Asked,Haven't heard enough,Haven't heard enough,Don't Know,Permanently disabled,Male,West,"Black, or African American","Less than $14,999",Other post high school vocational training,26,CO,0,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Retired,Female,South,White,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",74,SC,0,1,0
0,1,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Yes,Somewhat unfavorable,Somewhat unfavorable,Don't Know,Retired,Female,South,White,"$50,000 to $54,999",Associate Degree,65,GA,0,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Female,West,White,"$35,000 to $39,999",Masters degree,39,CA,0,1,0
1,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Yes,Somewhat favorable,Somewhat unfavorable,Donald Trump,Self-employed,Female,South,White,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",50,VA,1,0,0
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Very favorable,Very unfavorable,Donald Trump,Homemaker,Female,South,White,"$70,000 to $74,999",High school graduate,68,WV,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Part-time employed,Male,South,White,"$35,000 to $39,999","Completed some college, but no degree",18,FL,0,1,1
